fold,val_loss_criterion,val_mse_unweighted,val_r2
1,14.680919647216797,1.1405125856399536,-0.2278832197189331
2,17.649595260620117,1.2733532190322876,0.00887453556060791
3,2.7796809673309326,1.2152190208435059,-0.4622577428817749
4,3.2797932624816895,1.757821798324585,-0.7853835821151733
5,3.939495801925659,1.613544225692749,-0.40067756175994873
6,3.9299089908599854,1.3242369890213013,-0.3747619390487671
7,6.107700824737549,0.9474167823791504,0.13009774684906006
8,18.42938804626465,1.6853303909301758,-0.5193232297897339
9,4.2647786140441895,1.2566299438476562,-0.25115835666656494
10,1.4107829332351685,0.8231762647628784,-0.06639969348907471
